,place_name,place_category_detail,comment_user,comment_star,comment_time,comment_content
8756,파네트 크루아상팩토리,디저트카페,travel,80,2022.08.26.,"제가 크로와상 사려고 몇번 시도했지만 실패 ㅠㅠ 올리브 맛있어요~! 
다른빵은 쏘쏘"
8757,파네트 크루아상팩토리,디저트카페,끼얏호우,100,2022.08.22.,"꿀먹은단호박, 바질토마토 먹었는데 둘 다 재료가 꽉찬 묵직한 느낌이라 좋았습니다
직원 분들도 친절하세요"
8758,파네트 크루아상팩토리,디저트카페,Sony,100,2022.08.21.,처음 가본 곳이라 하나만 주문해서 먹어봤는데 빵도 하나도 안 질기고 넘 맛있어요! 다른 빵들도 보니 재료가 듬뿍 들어가있네요.
8759,파네트 크루아상팩토리,디저트카페,ㅎㅅㅎ,100,2022.07.29.,바질토마토 짱맛!!! 다음에 또 사고 싶어여ㅠㅠ 꿀먹은 단호박도 단호박 완전 많이 들었어욯ㅎㅎㅎ 대파빵은 좀 생소할 줄 알았는데 하루 지나고 먹어도 맛있어요~~ 재료 완전 안아끼는 집인듯.. 단면보고 실망한 빵이 하나도 없슴...
8760,파네트 크루아상팩토리,디저트카페,klaus,100,2022.07.03.,"프랑스인도 인정하는 빵 맛집이에요. 
식빵, 샌드위치, 크롸상, 소금빵, 마들렌, 퀸아망 등등 다 맛있었어요, 랜덤한거 아무생각 없이 샀다가 너무 맛있어서 충격받은적이 한두번이 아니에요. 
그리고 재료(버터, 치즈)도 아끼지 않고 넣어서 맛이 더 좋은 느낌. 변치말아주세요 !!!
더보기"
8761,파네트 크루아상팩토리,디저트카페,오정민,60,2022.05.01.,
8762,파네트 크루아상팩토리,디저트카페,엉엉,100,2022.04.30.,"바게트 샌드위치, 올리브빵 맛있어요"
8763,파네트 크루아상팩토리,디저트카페,맛컬렉터,100,2022.04.14.,케이크짱
8764,파네트 크루아상팩토리,디저트카페,투턱한나,80,2022.03.13.,올리브빵 넘 맛있어요
8765,파네트 크루아상팩토리,디저트카페,혀,100,2022.03.02.,
8766,파네트 크루아상팩토리,디저트카페,상호,100,2022.02.20.,"퀸아망, 초코크로와상 필수에 나머지는 취향대로 고르세여 다 맛나여"
8767,파네트 크루아상팩토리,디저트카페,냠냠,80,2021.11.06.,
8768,파네트 크루아상팩토리,디저트카페,mingmingeat,100,2021.11.05.,이집에서 크루아상은 필수
8769,파네트 크루아상팩토리,디저트카페,담,100,2021.10.31.,진짜 맛있다
8770,파네트 크루아상팩토리,디저트카페,제이군,100,2021.09.18.,"먹을공간은 야외에, 날아드는 비둘기 애써 무시하면서 먹어야하는데도...빵이 정말 맛있어서 그 정도 단점은 별거 아닌 것처럼 느껴집니다..."
8771,파네트 크루아상팩토리,디저트카페,._.,100,2021.09.14.,맛있어요!
8772,파네트 크루아상팩토리,디저트카페,김지연,100,2021.09.12.,
8773,파네트 크루아상팩토리,디저트카페,랄라,100,2021.08.31.,먹어본 크루아상 중에 제일 맛있었습니다.. 왜 크루아상 팩토리인지 알겠네요 진짜 겉바속쫀이에요... 하 또 먹고싶다 주민이었으면 매일 아침 갔을거같아요
8774,파네트 크루아상팩토리,디저트카페,쪼코미,100,2021.06.26.,
8775,파네트 크루아상팩토리,디저트카페,뇽뇽,100,2021.05.31.,"여기 케잌이랑 샌드위치랑 빵이 전부 맛있어요
사장님이 정말 친절하세요"
8776,파네트 크루아상팩토리,디저트카페,뫄뫄뫄,80,2021.04.11.,빵은 마싯어요 근데 고주파 설치해주세요 진심 비둘기 진짜 많아요 계속와요
8777,파네트 크루아상팩토리,디저트카페,🐤,80,2021.03.03.,
8778,파네트 크루아상팩토리,디저트카페,ㅇㅇ,100,2021.02.15.,
8779,파네트 크루아상팩토리,디저트카페,김존명,100,2021.02.01.,라우겐 크루와상 결이 넘 촉촉한데 겉이 씁쓸해서 취향은 아녔어요. 저한텐 꿀먹은 단호박이 좀 더 맛있네요! 크림치즈랑 단호박이 아주 빵빵함
8780,파네트 크루아상팩토리,디저트카페,MJay Ko 고 민정,80,2021.01.07.,Croissant
8781,파네트 크루아상팩토리,디저트카페,핀돌.,100,2020.11.20.,맛있어요 기본이랑 초코렛 묻은거 맛있었음.
8782,파네트 크루아상팩토리,디저트카페,.....,100,2020.09.08.,서울에서 제일 맛있어요. 집앞에 바로 빵집 있는데도 갑자기 빵 생각나면 운전으로 45분 투자해서 여기 와서 빵 사와서 먹습니다
8783,파네트 크루아상팩토리,디저트카페,욜로욜로,100,2020.07.12.,아몬드 크로와상 먹었는데 맛있네요..가격도 괜찮아요~
8784,파네트 크루아상팩토리,디저트카페,필름,100,2020.06.14.,"오후 늦게 가서 몇 종류 먹진 못했지만
크루아상 좋아하는 사람이라면 꼭 가볼만한 빵집이예요. 좋은 재료를 쓰는게 확 느껴졌어요
응대도 친절하셨습니다"
8785,파네트 크루아상팩토리,디저트카페,p,80,2020.06.11.,
8786,파네트 크루아상팩토리,디저트카페,jjji,100,2020.06.07.,
8787,파네트 크루아상팩토리,디저트카페,hooo,60,2020.06.03.,맛있어요
8788,파네트 크루아상팩토리,디저트카페,^^,100,2020.03.07.,맛있어요. 근데 적립식 뭔가 있었으면 더 좋겠음.
8789,파네트 크루아상팩토리,디저트카페,보름달,80,2018.12.12.,"초코크라상 ㅠ 정말 너무 맛있네요 ㅜㅜ 
전혀 느끼하지 않고 맛있습니다
다른 빵들도 맛있어요
그리고 가성비가 좋습니다
먹을 공간 없습니다
더보기"
8790,파네트 크루아상팩토리,디저트카페,구루,80,2018.12.09.,10시에 나오는 식빵 좋아요.
8791,파네트 크루아상팩토리,디저트카페,sorasun,40,2018.01.19.,"무표정이셔서...
빵은 기대만큼은 아니어서 아쉬었습니다."
8792,파네트 크루아상팩토리,디저트카페,J. Lo,60,2017.10.22.,
8793,커피방앗간,커피전문점,시쿠,60,2023.10.02.,
8794,커피방앗간,커피전문점,일심,20,2023.08.27.,별로임
8795,커피방앗간,커피전문점,거북이,20,2023.07.30.,"실수로라도 가지 않으시길 바라며 평점 남깁니다. 
건물 구조와 분위기는 마음에 들었으나 응대 때문에 재방문의사 없습니다."
8796,커피방앗간,커피전문점,k,20,2023.07.22.,예전에 잘갔는데 오랜만에 가니까 최근 별점이 이해가네요 너무 불친절해서 다신 가기싫어요
8797,커피방앗간,커피전문점,멍뭉이,20,2023.05.31.,한개도 주기 싫은데 한개라도 눌러야해서 어쩔 수 없이ㅋㅋ 노키즈 아닌데 노키즈인 그런 곳. 사장 응대 정말 기분 나쁘게 함
8798,커피방앗간,커피전문점,박민수,40,2023.05.05.,
8799,커피방앗간,커피전문점,mzez,20,2023.05.03.,5명 테이크아웃 주문했는데 남자사장님이 분할결제하면 만들 때 헷갈린다며 짜증내고 음료 내어줄 땐 반말까지 하네요. 이 카페 전 앞으로 재방문할 일 없을 거 같습니다.
8800,커피방앗간,커피전문점,호불호심한편,20,2023.02.25.,"아니 드립커피 파시면서 네명한테 단일메뉴고르라는건 쌉에바  심지어 핫 아이스도 통일하라네
그냥 다방임 이정도면

아내랑 연애때 추억많은곳이라 친구부부델꼬갔다가 얼굴 화끈해지는 서비스였음"
8801,커피방앗간,커피전문점,딩딩동,40,2023.01.24.,주인분의 태도는 알아서 걸러서 듣거나 잠깐있다가거나 해야할듯
8802,커피방앗간,커피전문점,늉늉,40,2022.11.22.,사장님 응대가 별로긴함 ㅎㅎ;
8803,커피방앗간,커피전문점,이상기,20,2022.11.13.,음 혼자 왔다고 입장 못하게 하는 사장님 마인드 충격적이네요. 정말 불친절하고 사람 기분 잡치게 하는데 일가견이 있는 똘끼있는 사장님입니다ㆍ그래도 핸드 드립 커피 맛은 그나마 괜찮은 편이네요.
8804,커피방앗간,커피전문점,금배섭,20,2022.10.30.,"스콘 5천원 인데, 스콘이 말라서 나오네요.
다신 가지 말아야 될듯.
먹어본 스콘중 최악!"
8805,커피방앗간,커피전문점,오드리,20,2022.07.09.,"화장실 정말 더럽고.
사장님 정말 불친절하고.
좌석 정말 불편하고... 커피값 비싸고.. 맛은 없고...
나의 마음을 정말 슬프게 하는 카페였습니다
한마디로°°°돈이 넘 아까워서 슬퍼요 ㅜㅜㅜ
꼭 참고하세요!!
더보기"
8806,커피방앗간,커피전문점,깐깐징어,20,2022.06.22.,예쁘긴하다만 사장님 눈치보이네요
8807,커피방앗간,커피전문점,카페모카,20,2022.05.23.,살다살다 이런 불친절한 카페는 처음임
8808,커피방앗간,커피전문점,김선아,100,2022.05.16.,"10년전에 와보고 생각나서 왔습니다
분위기좋고 사장님도 여전히 좋으세요
뭐든 생각하기 나름이고 받아들이기 나름인듯하네요
저는 만족했습니다"
8809,커피방앗간,커피전문점,!,20,2022.04.21.,사장님 반말은 기본 불친절은 덤^^
8810,커피방앗간,커피전문점,ㅇ,20,2022.04.19.,남사장이 너무 불친절하고 쓸 데 없는 말을 너무 많이 함
8811,커피방앗간,커피전문점,김뚜비,20,2022.04.08.,"영업시간 전에 갔는데
사장님이 문 앞에서 쪼그려 앉아있다가 
끝났는데? 이렇게 반말로~.. 
문전박대 해주셔서 감사합니다 안가길 잘 했네요"
8812,커피방앗간,커피전문점,🦁,20,2022.04.05.,사장님이 정말 정말 무례합니다. 여러 방문자가 입 모아 얘기하는 이유가 있네요.
8813,커피방앗간,커피전문점,지영,20,2022.03.27.,"인스타에 보면 좋은 곳이라고 소개가 되어 있는데, 정말 비추입니다.
1) 실내 이용 공간 전혀 불가.
2) 커피 가격 500원 상승인데 수정 안되어 있음.
3) 사장님인지 직원인지 정말 불친절.

도대체 여기 왜.. 유명한지 이해가 아예 안되고 있고, 별 한개도 너무너무너무 아까워요.
더보기"
8814,커피방앗간,커피전문점,곤계란,20,2022.03.15.,"나오면서 리뷰 남깁니다. 화요일 낮이라 손님 전혀 없었는데 두 시간 반'이나' 앉아 있었으니 나가랍니다. 10년 넘게 다닌 카페인데 장사가 너무 잘 되시는지 나날이 불친절해지네요. 방역 수칙 권고 사항이라고요? 그냥 혼자 있고 싶으시다 하시는 게 낫겠어요. 어른과 함께 방문해서 불친절에 대한 항의는 못 했지만 다신 방문할 일 없을 거 같습니다. 그리고 8천원짜리 드립 각각 예가체프와 케냐 시켰더니 드립은 하나로 통일해야 한다네요. 그럼 자장면 곱배기처럼 한 잔 +@ 값을 받으시던가요. 21,000원 쓰고 원하는 음료도 못 고르고... 그렇게 혼자 있고 싶고, 커피 두 잔 내리기 싫으시면 그냥 푹 쉬세요, 사장님. 그리고 함부로 반말 섞어서 말하지 마시고요. ㅜㅜ 동행한 선생님이 불쾌해해서 더 기분이 더러워요.
더보기"
8815,커피방앗간,커피전문점,김상진,100,2022.02.17.,쿨한 사장님과 자유로운 분위기 적절한 배경음악과 카페안에 조화로운 분위기 굿 기분좋게 보낸 시간****
8816,커피방앗간,커피전문점,.,20,2022.02.01.,
8817,커피방앗간,커피전문점,카푸리,100,2021.12.31.,"커피 너무 맛있고
분위기 좋아서 
삼청동 가면 늘 들리는 곳이에요.
우리동네에도 이런 카페 있었으면..."
8818,커피방앗간,커피전문점,올리브,20,2021.11.29.,"★★ 세상 살다살다 이렇게 무례하고 건방진 응대는 처음이네요. 주문전에 황당해서 그냥 나와버려 네이버영수증 리뷰못한게 제가 파워블로거나 인플루언서가 아닌게 처음으로 안타깝네요. 

그런식의 응대를 해도 올사람은 온다고 생각하니까 그런태도를 보이고 손님을 호구라고 생각하는거겠죠. 

이 글을 그 남자 사장인지 직원인지 봐도 인성이 그정도니까 뭘 잘못한건지도 못알아듣겠지만 적어도 이 글 보신분들은 좋은카페 많으니까 안가시길 추천드려요.  

ps.본인은 카페다닐때 문앞에서 저희는 n명인데 어디로 앉으면될까요? 라고 말하고 들어가는지 묻고싶네요. 그게 그 카페의 규칙일지 몰라도 그런식의 말투와 태도는 당신이 손님이여도 해서는 안되는 겁니다.
더보기"
8819,커피방앗간,커피전문점,JMT,20,2021.11.27.,"사장으로 추정되는 남자의 응대태도가 개판입니다.
주문전에 가게 안에 사람이 많아 보여서 자리가 있는지 확인하고 주문하려고 살짝 들어가 둘러보는데 싸가지없는 말투로 ""둘이에요? 둘? 말을 하고 들어가야지"" 라고 직원이 얘기를 해서 기분 확 잡쳐서 그냥 나왔네요 카카오맵에 리뷰를 남기려 들어왔는데 역시나 평들을 보니 남자놈 태도에 대한 악평들이 많네요
카페사장님
그럴거면 장사를 하지마라 제발...
배부르면 가게 빼고 쉬든가
더보기"
8820,커피방앗간,커피전문점,mingmingeat,100,2021.11.08.,"가을 분위기 + 오모테산도 골목길
이 감성 제대로 느끼고 싶을 땐 여기가 답"
8821,커피방앗간,커피전문점,Som,20,2021.10.23.,"후기를 제대로 보고 갔어야했는데 
직원분들은 참 친절해서 기분이 좋았으나 
남사장이 오래 앉았으니 이제 좀 나가라고 쫓아내더라고요 (손님 아무도 없음) 

코로나 시국에 시간제한 있어서 그렇다고 좋게 말해도 될것을, 굳이 인상 팍 쓰면서 너무 오래 있었다고 이제 좀 가시라고 해서 카페에서 처음으로 쫓겨났네요. 나가달라고 할 순 있지만 굳이 그렇게 온갖 인상쓰면서 투덜투덜거리는건 이해가 안됩니다. 

돈 쓰고 기분 나빠지고 싶은 분, 혹은 돈 쓰고 바로 나갈 사람만 가시길
더보기"
8822,커피방앗간,커피전문점,3,100,2021.10.07.,"커피 존맛집.
사장님의 시크함과 한옥이 제밥 어우러짐"
8823,커피방앗간,커피전문점,ㅅㄱㄱ,20,2021.09.19.,돈내고 기분 잡칠분들만 가세요
8824,커피방앗간,커피전문점,최찬렬,20,2021.08.23.,"""손님 많을 때 가면 문전박대당하는 곳""
- 네이버지도 리뷰는 믿지 마세요, 리뷰 작성하려면 영수증이 있어야 하는데 문전박대당해서 주문조차 못 했습니다.

This cafe is technically awful, so please don't go here. the male manager has no service mind.
Don't trust Naver map reviews. Naver requires receipt to verify whether the reviewers really visited.
But the fun thing is that we even couldn't enter cause the manager didn't allow to come inside.

정말 리뷰라는 걸 작성하는 걸 귀찮아 하는데 오늘 건은 꼭 작성해야겠네요.
사실 이 카페 저에게는 의미있는 카페였습니다.
여자친구와 2년 전 처음 데이트한 장소였거든요.

2년만에 다시 찾아가려고 일부러 익선동에서 점심을 먹었음에도 삼청동까지 찾아 갔습니다.
도착하니 자리가 없었습니다. 남자 주인 분은 저희를 보더니 ""자리 없어요.""라고 하시더군요.
(사실 이때 무뚝뚝하게 말하는 걸 알아보고 알아서 갔어야 했습니다.)

그래서 저희는 잠시 동안 서 있다가 웨이팅용으로 보이는 의자가 있어 앉아서 기다리고 있었습니다.
그런데 갑자기 창문을 열고 머리를 빼꼼 내밀고는
""미안한데 여기 앉는 데 아니에요. 다른 데 가세요.""라고
말하고는 창문을 바로 닫았습니다.

저희뿐만 아니라 옆에서 사진을 찍던 손님들도 어이없는 표정이었습니다.
당황해서 그냥 다른 카페 가긴 했습니다만 지금 생각하니 정말 황당하네요.

양보해서 그게 웨이팅용 의자가 아니었다고 칩시다.
그렇다고 손님을 그런 식으로 내쫓는 게 과연 정상일까요?
이런 코로나 시국에 손님으로 꽉 차있고 웨이팅까지 해주는데 이게 상식적으로 맞는 도리입니까?

2년 전에 남자 주인 분이 초상화를 그려주시면서 이런 말씀을 하시더군요.
""이제 여기 질려서 떠나고 싶어요.""
이런 식으로 계속 가다간 조만간 떠나게 될 겁니다.

돈 많이 버셨는지는 모르겠지만 여기 찾아오는 손님들도
바쁜 와중에 찾아 와주는 거라는 거 잊지 마세요.
욕설로 작성 안 하는 걸 고맙게 아십시오.
저에게는 2년 동안 좋은 추억으로 기억된 곳인데 정말 안타깝고 한심하네요.

손님이 없을 때는 친절할지도 모르겠습니다만 소위 배짱 장사가 이런 거구나 오늘 느꼈습니다.
삼청동에 좋은 카페 많습니다. 이런 곳 가지 마세요, 시간 낭비입니다.
대신 오설록 갔더니 정말 친절해서 매우 대비됐던 하루네요.
더보기"
8825,커피방앗간,커피전문점,,20,2021.08.06.,멋모르고 딱 한번 갔던곳으로 충분했던곳
8826,커피방앗간,커피전문점,갈릭홀릭,100,2021.05.09.,"와플을 먹었는데 양이 많았고 올라가는 크림 맛이 정말 좋았어요! 카페 내부 분위기 있고, 비록 남녀공용이었지만 저희가 첫 손님이었어서 그런지 화장실도 깨끗했어요. 
아이스 오미자 정말 맛있었고 자몽쥬스도 좋았고, 음료 둘 다 양도 많았어요. 
안마셔봤지만 와플에 올라간 크림 맛이 뛰어나서 크림 올라가는 커피도 다 맛있을 것 같네요.
더보기"
8827,커피방앗간,커피전문점,윈디,20,2021.05.02.,별로
8828,커피방앗간,커피전문점,유혜정01087718728,100,2020.11.08.,"전 좋았어요~^^
과한 친절보다는 편하고 좋았습니다. 친구가 캐리커쳐를 받고싶어했는데..이제 안하신대서..좀 아쉬웠죠~^^커피맛도 좋고..아담하고 편하니..좋았어요~^^"
8829,커피방앗간,커피전문점,0,100,2020.10.19.,"리뷰 보고 어떤 말인지 알겠어요 ㅋ
사장님은 멀티가 잘 안되셔서 말씀 하실 때 짜증 내시는데 커피 내리는거 끝나면 친절하셔요 
(생각하기 나름. 저두 처음엔 마상)
ㅋㅋㅋ 커피 진짜 맛있네요.. 근데 비쌈 
모기 두방 사비스~~!
더보기"
8830,커피방앗간,커피전문점,쮸루루룹,20,2020.05.15.,사장님 서비스 마인드 전혀 없네요. 들어가면 기분이 나쁘게 됩니다.
8831,커피방앗간,커피전문점,민섭&재인맘=김선희,60,2020.04.30.,
8832,커피방앗간,커피전문점,미스터권,20,2020.04.05.,"일반적인 커피집 서비스와 다름 그걸 불친절하다고 말할수 있음
나도 그걸 느낌 
커피는 일반 커피집과 약간 다름 대다수 프렌차이즈에서 먹으니 개인이 운영하는곳과 다른거 당연
와플 괜찮은데 무조건 음료랑 같이 주문해야함(거의2만원나옴)
와플만 먹고 싶어도 못 사먹음
노트북 못하게 함 펼치면 나가라고 함
나가라고 하는거 봤음
사먹을거면 먹고 아님 말고 이런 느낌은 확실
주인이 일반 매장 주인하고 생각이 좀 많이 다른것 같음
기분파인듯, 기분좋으면 약간 친절 아닐때는 막무가네
크게 기대하지말고 가시길 
주인혼자 운영 그래서 정신없을때 있음
내부 좁음
코로나 때 가면 집단 감염 있을수 있음
더보기"
8833,커피방앗간,커피전문점,종로거주인,20,2020.04.05.,"가지마세요
관광지에 있고 골목에 있어서 분위기 있어 보이는데
주인이 아주 불친절하고 괜히 기분 상해서 나올수도 있어요
가격은 일반 매장보다 조금 비싸고 맛은 맛없지 않은 정도 인거 같고 자리도 마음대로 옮기라고 하고 기분 상했습니다 화장실도 더러워요 옛날 한옥집이라 그럴수도 있는데 남녀 같이 써야하고 지저분해요 주인 혼자 운영하는거 같은데 손님 조금 오니까 분주하고 정신없어서 마시고 바로 나왔어요 테이블도 5-6개 정도인거 같던데 엄청 좁고 별로... 기분만 상하고 돈만 쓰고 나왔음 주인 사장님 장사하려면 좀 웃으면서 하세요... 요즘 그게 기본인 세상입니다
더보기"
8834,커피방앗간,커피전문점,배고픈사람,20,2020.02.23.,"컨셉인지는 모르겠지만 사장님이 너무 불친절하네요...
고객 응대에 있어서 그냥 마시려면 마시고 말라면 말라는 느낌..? 에횽.."
8835,커피방앗간,커피전문점,형냐,20,2019.09.20.,"옛날엔 친절했는데.. 엄청 불친절해짐..
몇년만에 너무나 바뀐 태도와 표정때문에 마음한켠이 많이 무겁고 불쾌했음"
8836,커피방앗간,커피전문점,CHARLES,20,2019.03.20.,"한때 분위기때문에 몇차례 찾아갔었습니다.
그러다가 대학 은사님을모시고 동기모임삼아 즐거운마음으로 들렸었지요.
사람이좀 많다보니 주문이좀 밀리고 시간이걸리니, 수염이 더부룩한 주인이 짜증을내시더군요. 반말 비슷하게 섞어가며 '빨리 주문안해?' 라고 말하시더군요...
순간참 당황스러우며 모멸감도 들더랬지요.
그 이후 다시는 발길하지 않습니다.
맛은 나쁘지않습니다.
하지만 손님을 막 대하는 곳은 도태되어야한다고 생각합니다.
부디 그렇게되기를 바랍니다.
더보기"
8837,커피방앗간,커피전문점,aijoa,60,2019.02.15.,"가격이 비싼 편임.
단 90년대로의 추억 여행 값으로는 괜찮음."
8838,커피방앗간,커피전문점,플로버하길잘했다,100,2018.08.03.,"최고에요~!
커피두 맛있구요~"
8839,커피방앗간,커피전문점,sl,100,2018.06.09.,일하시는분들이 좋으시고 커피도 맛있어요!
8840,커피방앗간,커피전문점,고카소,60,2018.03.22.,
8841,커피방앗간,커피전문점,뿜뿜,100,2017.12.18.,
8842,커피방앗간,커피전문점,나경,80,2017.08.31.,
8843,커피방앗간,커피전문점,ㄱㄱㅑ,60,2017.06.06.,"'또 오해영'촬영지 옆골목
바로 골목길옆이라 비내리는 날에 가면 좋을듯. ."
8844,커피방앗간,커피전문점,장영수,80,2017.02.17.,비엔나는 휘핑이 훌륭하나 전체적으로 커피맛이 인테리어를 못따라감
8845,커피방앗간,커피전문점,개과천선,80,2016.12.01.,
8846,커피방앗간,커피전문점,9구르미,60,2016.07.04.,"또오해영! 촬영지.  커피방앗간 골목길. 
드라마 명소를 순례객들이 많다."
8847,커피방앗간,커피전문점,Jun,80,2016.06.10.,
8848,커피방앗간,커피전문점,김상욱,80,2016.03.28.,
8849,투썸플레이스 종로3가역점,투썸플레이스,미화,60,2023.08.27.,직원분들 친절하고 좋은데 메뉴가 많이 없어 아쉬웠어요. 메뉴가 더 많았으면 좋았을꺼에요
8850,투썸플레이스 종로3가역점,투썸플레이스,ㅡㅡ,20,2023.01.04.,디카페인 안되고 두유로 변경도 안되고 해보지도 않고 다른 투썸에서 어제도 했던 현대포인트 차감도 안되고... 되는게 없는곳이네요
8851,투썸플레이스 종로3가역점,투썸플레이스,yoonh,80,2022.12.09.,"리뷰 안좋아서 걱정했는데 여직원분 주문 친절하게 받아주시고 
녹차라떼도 진하게 타주셔서 맛있었어여"
8852,투썸플레이스 종로3가역점,투썸플레이스,한진경,100,2022.11.24.,
8853,투썸플레이스 종로3가역점,투썸플레이스,ls,100,2022.09.14.,
8854,투썸플레이스 종로3가역점,투썸플레이스,퍼피,80,2022.07.31.,"딱히 불친절함 못 느꼈어요
모바일 쿠폰 쓰려고 얼마짜린지 확인해달라고 부탁드렸는데 포스기 찍어서 확인해주시고 주문도 바로 한 거 아닌데 기다려주셨고 포인트도 물어봐주시고 현금영수증도 잊지 않고 해주셨어욤"
8855,투썸플레이스 종로3가역점,투썸플레이스,.,20,2022.05.27.,"주문 받기 전부터 남녀 직원 모두 바쁘고 불친절하게 응대
마감 시간이라 그러려니 했는데 핸드폰으로 쿠폰 조금 늦게 여니 손짓을 기다리기 힘들다는 식으로 했음
얼른 열어서 계산하고 내일 아침에 먹을꺼라고 냉장고에 들어있던 샌드위치를 포장해 달랬더니 응… 왜 안주지..? 
전자렌지에 데우고 있음.(………?)
황당해서 왜 내일 아침에 먹는다는걸 데우냐니까 
여자 직원이 ‘데워서 나가는게 원칙이다’ 라고함
저한테 데워주신다고 하셨나요? 했더니 ‘안했지만 데워나가는게 원칙이다.’ 만 앵무새처럼 반복함
더 윗사람 있나 싶어서 매니저세요? 했더니 여자가 그렇다고 함. 따지고 싶지 않고 데웠다 식혔다가 다시 데운음식 먹고 싶지 않아서 환불 해 달라고 했더니 ‘이미 데워서..’ 라고 함
본인 같으면 그렇게 드시냐고 물었더니 아무 대답 하지 않음
나는 데워달라고 하지 않았고 데워준다고 미리 고지 못들었고 지금 먹을거 아닌데 식혔다가 다시 데운 그런 음식 먹고 싶지 않으니 환불해달라고 했더니 그제서야 해줌. 

내일 아침 사려다가 기분 잡침.. 왠 봉변
나와서 무슨 지점인지 지도보니 별이 1.1개임 ㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋ 원래 불친절한가봄
투썸 갈때도 별 몇개인지 보고 골라 가야 하는지 
몰랐음 (반성)

아무리 원칙상 데워 나가는 음식이지만 “내일 아침에 먹는다고 포장” 하는 샌드위치를 고객한테 말 없이 데우는게 맞음?? 그것도 매니저가 생각이 그렇게 없음? 본인음식도 사면 내일 먹을꺼 데워서 포장해갈꺼임???? 전혀 이해 안감
나라면 ‘원래 데워서 나가는건데.. 그냥 넣어드릴까요?’ 라고 물어봤을꺼임. 아니 로보트랑 다른게 무엇이세요? 
처음부터 들어갔을때 둘다 인사 없이본체만체 했을때 나왔어야 했음
다들 이 지점 가지마세요 ㅠㅠㅠㅠ
——————————————-
추가: 본사 사과 결과 데워서 나가야 하는 원칙 없데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃김 거짓말까지 한거임 ㅋㅋㅋㅋㅋㅋ매니저인것도 거짓말인거 아니냐??
더보기"
8856,투썸플레이스 종로3가역점,투썸플레이스,앙앙뉴우,20,2022.05.12.,들어갔는데 인사도 없고 본체만체 하길래 “주문할게요~”하니까 쳐다도 안 보고 “쫌 기다리세요”라고 귀찮고 짜증내듯이 말함 ㅋㅋㅋ 이게 카페에서 받는 대우가 맞나요? 남자 점주님이신지..나이 쫌 있으신 아저씨였음. 친절은 안 바래도 기본적인 건 갖춰주셔야죠ㅋㅋ 투썸 이미지 다 까드시는 듯
8857,투썸플레이스 종로3가역점,투썸플레이스,광혁,20,2022.02.19.,남자점주분인지는 모르겠는데 결제를 여직원이 잘못해서 다른메뉴가 나왔는데 음료받을땐 남직원이 다른메뉴가 나온걸 아는데도 불구하고 추가금액을 요구하시더라구요 그럼 그 여직원이 내셔야 되는게 아닐까 싶네요 남자분이 말투나 표정이 되게 그냥 드세요 이런식으로 하셨는데 굉장히 기분이 안좋고 불친절하네요
8858,투썸플레이스 종로3가역점,투썸플레이스,매너없으면1점드려요,20,2021.12.19.,"평점 남기려 왔는데 이미 개판이네요 ㅎㅎ

쉐이크를 시켰는데.. 통 얼음은 서비스인가요?

주문받는 게 귀찮아 죽겠다는 표정으로 응대하시고, 음료 제작도 이렇게 귀찮으시면 그냥 일을 하지 마세요
더보기"
8859,투썸플레이스 종로3가역점,투썸플레이스,전재완대표,20,2021.09.05.,정말 불친절 하네요 ㅜㅜ 절대 다시는 오지 말아야지 이런곳은 처음 직원 교육 제대로 해야 할듯 합니다
8860,투썸플레이스 종로3가역점,투썸플레이스,임창진,20,2021.08.29.,"알바직원 예의 밥 말아먹었네요
투썸 좋아하는데 이 지점은 다신올일없을듯합니다"
8861,투썸플레이스 종로3가역점,투썸플레이스,돌돌,20,2021.08.23.,"주문 받으신 여성분 불친절하네요. CJ포인트는 이제 안되고 투썸하트인가 뭔가로 해야한다는걸 고객이 알고 있을리 없으니 친절히 설명을 해야지, 왜 모르냐는 식의 응대; 본사의 가맹점 관리가 필요할 듯 합니다."
8862,투썸플레이스 종로3가역점,투썸플레이스,Yujin Lee(이유진),20,2021.08.07.,케이크 떨어졌는지 물어봤는데 한숨부터 쉬는 알바는 처음 봤습니다. 내 돈 주고 편안하게 카페 이용하려고 왔는데 주문하면서 한숨소리 듣는 건 처음이네요. 다시는 오고싶지 않은 매장. 투썸은 직원 기본 서비스부터 다시 교육해야겠어요.
8863,투썸플레이스 종로3가역점,투썸플레이스,ㅁ,20,2021.07.23.,뭐 하자는 건지 이따구로 장사할거면 걍 망했으면;; 별점 높은 건 몰라도 낮은데는 다 이유가 있네요 에라이 퉤
8864,투썸플레이스 종로3가역점,투썸플레이스,ㅇㅇ,20,2021.07.18.,"아니ㅋㄱㄱ내가손님인데갑질하는것도아니고
알바는♬♬♩불친절하고 내가눈치봐야하나 내돈주고
진짜 투썸클라스 격떨어지네"
8865,투썸플레이스 종로3가역점,투썸플레이스,린치,20,2021.07.17.,사장님이신거 같은데 케익사면서 포크도 달라고 했더니 주신것처럼 말만하고 막상 받아보니 들어있지도 않네요
8866,투썸플레이스 종로3가역점,투썸플레이스,별로인집엔평가긺,20,2021.07.09.,"화장실 뜌레기
더워 뒤지고 싶으신 분들께 추천"
