,place_name,place_category_detail,place_adress,place_running_date,place_page,place_phone,place_tag,place_info
256,츄로101 삼청점,디저트카페,서울 종로구 삼청로 99 (우)03049,매일 10:00 ~ 22:00,churro101.com,02-734-9834,#데이트코스,주차
257,지유가오카핫초메 삼청점,카페,서울 종로구 윤보선길 46 (우)03060,매일 09:00 ~ 23:00,www.jiyugaoka.co.kr,02-6487-6156,#데이트코스 #수제케이크 #제로페이,none
258,북촌전망대,카페,서울 종로구 북촌로11다길 22-3 3층 (우)03052,매일 09:00 ~ 20:00,None,070-8819-2153,None,none
259,도트블랭킷 삼청한옥점,카페,서울 종로구 삼청로2길 38 1층 (우)03053,매일 10:00 ~ 21:00,app.catchtable.co.kr/ct/shop/dotblanket_samchung,02-725-3800,#건강식 #브런치카페 #카카오페이 #제로페이,none
260,할리스 청계천점,할리스,서울 종로구 청계천로 81 1~4층 (우)03190,월~금 08:00 ~ 23:00,www.hollys.co.kr,02-735-5462,#스터디카페 #이동약자접근 #카카오페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
261,자이온 종로 커피하우스,커피전문점,"서울 종로구 돈화문로4길 37 1,2층 (우)03193",월~토 11:00 ~ 21:00,www.instagram.com/zion.seoul,070-8820-3131,#자이온버거 #자이온종로 #자이온커피 #종로 #종로카페 #제로페이,"WIFI, 주차, 휠체어사용, 흡연실"
262,옥인23,디저트카페,서울 종로구 필운대로 57 1층 (우)03034,월~토 09:00 ~ 23:00,www.instagram.com/ogin23,010-8649-9291,#감성카페 #디저트카페 #브런치카페 #서촌핫플패스 #제로페이,none
263,창의문뜰,카페,서울 종로구 백석동길 6-5 (우)03020,화~일 10:30 ~ 00:00,None,02-391-0012,#갤러리카페 #데이트코스 #한옥스타일 #한옥카페 #제로페이,주차
264,가을,라이브카페,서울 종로구 세종대로23길 21 (우)03183,None,None,None,#제로페이,none
265,레이지,카페,"서울 종로구 세검정로 227-4 1,2층 (우)03015","월,화,수,목,토,일 10:00 ~ 21:00",None,02-379-9354,#로스팅전문 #핸드드립전문점 #제로페이,none
266,커피빈 혜화역점,커피빈,서울 종로구 대명길 5 (우)03078,매일 08:00 ~ 23:00,www.coffeebeankorea.com,02-745-9471,#카카오페이,"WIFI, 동물출입, 주차, 흡연실"
267,룸즈에이,테마카페,서울 종로구 대학로10길 15-15 해안빌딩 지하 1층 (우)03086,매일 11:00 ~ 22:40,roomsa.co.kr,02-747-9003,#데이트코스 #방탈출카페 #실내놀거리,none
268,앤팩토리카페,커피전문점,서울 종로구 진흥로 469-6 1층 b호 (우)03007,화~일 11:00 ~ 21:00,instagram.com/andfactory601,02-395-3379,#갤러리카페 #노펫존 #대형카페,none
269,탐앤탐스 종로한올타워점,탐앤탐스,서울 종로구 종로 96 (우)03191,화~토 07:00 ~ 04:40,www.tomntoms.com,02-2279-8836,#대형카페 #카카오페이,none
270,메가MGC커피 종로3가역점,메가MGC커피,서울 종로구 돈화문로 27 1층 (우)03139,매일 08:00 ~ 20:00,www.megacoffee.me,02-763-7888,#카카오페이 #제로페이,none
271,폴키,테마카페,서울 종로구 사직로9길 6 1층 (우)03027,매일 11:00 ~ 22:00,blog.naver.com/folki,02-722-0855,#제로페이,none
272,B2프로젝트,갤러리카페,서울 종로구 동숭3길 6-6 (우)03085,매일 12:00 ~ 22:00,www.b2project.co.kr,02-747-5435,#가구카페 #데이트코스 #빈티지분위기 #소개팅 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방"
273,상국,카페,서울 종로구 창덕궁길 47-7 1~3층 (우)03057,화~일 10:00 ~ 21:50,instagram.com/sangguk_y.b,010-8956-5102,#데이트코스 #로스팅전문 #루프탑있는 #주택개조카페 #한옥카페,"WIFI, 동물출입, 주차, 휠체어사용"
274,커피빈 안국역점,커피빈,"서울 종로구 율곡로 47 1, 2층 (우)03060",매일 07:00 ~ 23:00,www.coffeebeankorea.com,02-722-3356,#이동약자접근 #카카오페이,휠체어사용
275,카페죠꽁드,디저트카페,서울 종로구 삼청로 90-3 (우)03053,수~일 11:00 ~ 19:00,www.instagram.com/cafe_joconde,070-7763-0929,#데이트코스 #디저트카페 #한옥스타일 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
276,팔발라 삼청본점,디저트카페,서울 종로구 삼청로 61 (우)03054,매일 11:00 ~ 21:00,app.catchtable.co.kr/ct/shop/Y2F0Y2hfRkFreVJOak4xWThFVFJlaDdUSDVJUT09,None,#데이트코스 #분위기좋은 #브런치카페 #와인카페 #이국적인 #테라스가있는,none
277,커피앳웍스 이마빌딩 광화문점,커피전문점,서울 종로구 종로1길 42 1층 (우)03152,월~금 07:00 ~ 21:00,www.instagram.com/cw_coffeeworks,02-725-7766,#광화문카페 #베이커리 #스페셜티커피 #종로카페 #커피 #대형카페 #로스팅전문 #핸드드립전문점 #카카오페이 #제로페이,"WIFI, 주차"
278,스타벅스 새문안로점,스타벅스,"서울 종로구 새문안로 92 오피시아빌딩 1,2층 (우)03186",월~금 07:00 ~ 21:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
279,스타벅스 동숭로아트점,스타벅스,서울 종로구 동숭길 110 (우)03085,월~금 08:00 ~ 21:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
280,노우즈 안국점,디저트카페,서울 종로구 계동길 17 지하1층 (우)03059,매일 07:30 ~ 02:00,instagram.com/knowsproject,0507-1407-1238,#감성카페 #레트로풍 #비스트로,none
281,투썸플레이스 종로구청점,투썸플레이스,서울 종로구 종로5길 58 석탄회관 1층 (우)03151,월~금 07:00 ~ 23:00,www.twosome.co.kr,02-734-2377,#디저트카페 #카카오페이,"WIFI, 동물출입, 주차, 휠체어사용"
282,달콤커피 종로종각점,달콤커피,서울 종로구 종로12길 16 대성빌딩 1~3층 (우)03189,매일 07:00 ~ 24:00,www.dalkomm.com,02-733-3535,#루프탑있는 #야외카페 #점심식사 #제로페이,WIFI
283,루프트커피 광화문점,카페,"서울 종로구 종로 33 그랑서울 1층 112,119,120호 (우)03159",월~금 08:00 ~ 20:30,luft.kr,02-2158-7945,#로스팅전문 #이동약자접근 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
284,공차 대학로점,공차,"서울 종로구 대명길 4 2,3층 (우)03077",매일 10:00 ~ 22:00,www.gong-cha.co.kr,02-742-8892,#카카오페이,none
285,테라로사 국립현대미술관서울점,카페,서울 종로구 삼청로 30 1층 (우)03062,"월,화,목,금,일 10:00 ~ 18:00",www.terarosa.com,None,#북카페 #이동약자접근 #핸드드립전문점,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
286,수요일,전통찻집,서울 종로구 인사동길 36 2층 (우)03148,월~금 11:00 ~ 23:30,None,02-723-0191,#제로페이,"WIFI, 동물출입, 휠체어사용, 놀이방, 흡연실"
287,거울한옥미러룸,카페,서울 종로구 삼청로2길 40 (우)03053,매일 11:00 ~ 22:00,www.mirrorroom.com,02-6085-3900,#데이트코스 #룸카페 #앤틱한 #케이터링 #한옥카페,none
288,몽유도원도이창,카페,서울 종로구 창의문로11길 10 (우)03022,매일 11:00 ~ 22:00,None,None,#대형카페 #데이트코스 #핸드드립전문점,none
289,스타벅스 서대문역,스타벅스,서울 종로구 통일로 134 (우)03181,월~금 07:00 ~ 22:30,www.starbucks.co.kr,1522-3232,#카카오페이,none
290,HAUKE,카페,서울 종로구 낙산성곽서1길 18-18 (우)03088,매일 12:00 ~ 09:30,www.instagram.com/hauke_seoul,010-9619-5250,#디저트카페 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
291,할리스 센터포인트점,할리스,서울 종로구 새문안로5길 31 1층 (우)03173,월~금 07:00 ~ 23:00,www.hollys.co.kr,02-6031-6213,#로스팅전문 #카카오페이,"주차, 흡연실"
292,타이티 종로통인직영점,카페,"서울 종로구 자하문로13길 4-6 1,2층 (우)03036",매일 10:00 ~ 20:00,www.taetea.co.kr,02-6214-7542,#보이차 #티카페 #경복궁역카페 #대익보이차 #서촌카페 #수제케이크,WIFI
293,재즈스토리 2호점,라이브카페,서울 종로구 낙산길 42-8 (우)03088,None,None,02-725-6538,#데이트코스 #제로페이,none
294,메가MGC커피 종로르메이에르점,메가MGC커피,서울 종로구 종로 19 1층 109-1호 (우)03157,매일 07:00 ~ 22:00,www.megacoffee.me,02-730-0101,#카카오페이 #제로페이,"WIFI, 동물출입, 흡연실"
295,스타벅스 종로수송점,스타벅스,서울 종로구 종로5길 30 (우)03158,월~금 07:00 ~ 21:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
296,카페사사,카페,"서울 종로구 서순라길 147 1,2층 (우)03134","화,수,목,금,일 12:00 ~ 19:00",www.instagram.com/sasa_seoul,02-762-7001,#이동약자접근 #한옥카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
297,메가MGC커피 광화문역점,메가MGC커피,서울 종로구 새문안로5길 11-1 1층 (우)03182,None,www.mega-mgccoffee.com,02-739-6700,#카카오페이 #제로페이,none
298,이디야커피 광화문점,이디야커피,"서울 종로구 세종대로23길 15 1,2층 (우)03183",매일 07:30 ~ 22:30,www.ediya.com,None,#카카오페이,none
299,카페비비,커피전문점,서울 종로구 진흥로 461 3층 (우)03007,"월,화,수,목,일 12:00 ~ 00:00",www.instagram.com/cafebibi_,010-994-4561,#루프탑있는 #애견동반카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 흡연실"
300,베란다,카페,서울 종로구 사직로10길 9-4 (우)03169,월~토 10:30 ~ 22:00,www.instagram.com/veranda_seoul,None,#북카페 #예스키즈존 #한옥카페,none
301,놋그릇가지런히,전통찻집,서울 종로구 자하문로13길 3 (우)03036,월~토 10:00 ~ 19:00,www.noshimall.co.kr,02-736-6262,#데이트코스 #정갈한느낌 #제로페이,주차
302,컴포즈커피 종로구청점,컴포즈커피,서울 종로구 종로 19 르메이에르종로타운1 1층 (우)03157,월~금 08:00 ~ 23:00,www.composecoffee.com,02-733-7773,#제로페이,"WIFI, 주차"
303,서울커피 익선점,카페,서울 종로구 수표로28길 33-3 1층 (우)03133,매일 11:00 ~ 22:00,www.instagram.com/seoulcoffee1945,02-6085-4890,#데이트코스 #한옥카페 #핸드드립전문점 #제로페이,주차
304,플리즈사주&타로,카페,서울 종로구 삼일대로30길 38 (우)03133,매일 09:00 ~ 22:00,None,02-747-2257,#데이트코스 #사주카페 #이동약자접근 #타로카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
305,모브,카페,서울 종로구 사직로8길 7 (우)03169,화~토 10:00 ~ 21:00,instagram.com/cafe_mauve?utm_medium,None,#브런치카페 #이동약자접근 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
306,브루다 인사동,커피전문점,서울 종로구 우정국로 36 1층 (우)03149,월~금 07:00 ~ 17:00,www.instagram.com/cafe.brewda,070-8882-4096,#인사동카페 #가성비카페 #브루다커피 #아메리카노천원 #테이크아웃 #카카오페이,none
307,루스카,카페,서울 종로구 수표로28길 35 (우)03133,월~목 11:00 ~ 22:30,www.instagram.com/ruska_cafe_shop,02-742-4121,#경양식요리 #데이트코스 #한옥스타일 #한옥카페 #제로페이,WIFI
308,엔티커피,커피전문점,서울 종로구 율곡로 272 (우)03124,월~토 08:00 ~ 23:00,None,02-747-3612,#제로페이,none
309,정그리다,카페,서울 종로구 낙산성곽길 2 2층 (우)03101,월~토 10:00 ~ 23:00,None,None,#데이트코스 #식물카페 #이국적인 #이색카페 #전망좋은,"WIFI, 주차"
310,무던,카페,"서울 종로구 성균관로4길 3 1,2층 (우)03074",화~토 13:00 ~ 21:00,instagram.com/cafe.mu_done,010-3883-1036,#이동약자접근 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
311,스노브 서촌점,카페,서울 종로구 자하문로9길 14 (우)03036,매일 11:00 ~ 23:00,None,02-730-5770,#데이트코스 #디저트카페 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
312,메가MGC커피 종각역점,메가MGC커피,서울 종로구 종로 80-2 삼양빌딩 1층 (우)03190,월~금 07:00 ~ 20:00,www.megacoffee.me,02-737-0802,#카카오페이,"WIFI, 주차"
313,메가MGC커피 대학로중앙점,메가MGC커피,서울 종로구 대학로 144 1층 (우)03084,월~금 10:00 ~ 21:00,www.mega-mgccoffee.com,02-747-9888,#제로페이,none
314,비건카페 달냥,카페,서울 종로구 혜화로 45 2층 (우)03068,"월,목,금,토,일 11:00 ~ 21:00",instagram.com/dalyang_vegancafe,None,#딸기뷔페 #비건카페 #비건푸드 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용"
315,쌍쌍,커피전문점,서울 종로구 종로5길 19-10 (우)03156,월~금 07:00 ~ 24:00,None,None,#간맥 #레트로풍 #분위기좋은 #수제맥주 #친목모임 #피맥,주차
316,할리스 종각역점,할리스,서울 종로구 종로 60-1 (우)03189,매일 08:00 ~ 23:00,www.hollys.co.kr,02-736-3399,#회식장소 #카카오페이,none
317,오드투디저트,카페,서울 종로구 동숭길 94 2층 (우)03085,화~일 12:00 ~ 00:00,www.instagram.com/odetodessert,None,#디저트카페,none
318,57th카페,카페,서울 종로구 율곡로3길 17 (우)03062,매일 10:30 ~ 22:00,None,02-735-2657,#데이트코스 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방"
319,로벨리아듀카페&와인,카페,서울 종로구 동숭3길 6-2 (우)03085,화~토 11:00 ~ 24:00,www.instagram.com/lobeliadew_cafe.wine,02-3674-5252,#데이트코스 #분위기좋은 #플라워카페,none
320,스타벅스 동숭길입구점,스타벅스,서울 종로구 대학로 146 혜화동씨티밸리 101호 (우)03084,월~금 07:30 ~ 22:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
321,커피스미스 종로점,커피전문점,서울 종로구 종로 85 2층 (우)03164,매일 09:00 ~ 22:00,www.coffeesmith.co.kr,02-722-6740,#공부하기좋은 #카카오페이 #제로페이,WIFI
322,팀트,카페,서울 종로구 경희궁2길 14 익근빌딩 1층 (우)03175,월~금 09:00 ~ 21:00,www.instagram.com/timt_coffee,010-4122-0318,#경복궁카페 #광화문카페 #광화문커피 #내수동카페 #카페 #이동약자접근 #일회용품없는가게 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
323,포시즌스호텔 마루,카페,서울 종로구 새문안로 97 포시즌스호텔 로비층 (우)03183,매일 07:00 ~ 22:00,www.fourseasons.com/kr/seoul/dining/lounges/maru,02-6388-5000,#안심식당,주차
324,커피스미스 대학로서경대점,커피전문점,서울 종로구 동숭길 148 (우)03084,월~목 08:00 ~ 23:00,coffeesmith.co.kr,02-747-6740,#공부하기좋은 #카카오페이 #제로페이,none
325,틈,카페,서울 종로구 수표로28길 17-19 (우)03133,"월,수,목,일 13:00 ~ 23:00",www.facebook.com/ikseon.teum,02-763-7263,#갤러리카페 #데이트코스 #수제맥주 #한옥스타일 #한옥카페 #핸드드립전문점 #제로페이,none
326,할리스 대명거리점,할리스,서울 종로구 대명길 6 2~4층 (우)03077,매일 10:00 ~ 22:00,www.hollys.co.kr,02-747-0348,#카카오페이,none
327,꾸꾸네,카페,서울 종로구 대명길 26 기영빌딩 5층 (우)03077,화~일 13:00 ~ 22:00,www.instagram.com/raccoonkorea/?igshid=1jyojp5u3ygqz,02-766-1245,#데이트코스 #라쿤카페 #보드게임카페 #실내놀거리 #이색카페,none
328,달,카페,서울 종로구 삼청로 94-1 (우)03053,월~금 10:00 ~ 22:00,None,None,#한옥스타일 #한옥카페 #제로페이,주차
329,스타벅스 스페이스본점,스타벅스,"서울 종로구 사직로8길 4 201동 109,110호 (우)03168",월~금 07:00 ~ 20:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
330,자작나무이야기,카페,서울 종로구 율곡로1길 74-15 (우)03062,매일 12:00 ~ 22:00,None,None,#데이트코스 #분위기좋은 #한옥카페 #제로페이,none
331,커스텀커피 을지로점,커피전문점,서울 종로구 삼일대로17길 51 스타골드빌딩 1층 103호 (우)03189,월~금 08:00 ~ 17:30,None,02-737-5056,#제로페이,주차
332,메가MGC커피 종로점,메가MGC커피,서울 종로구 종로 122 일오타워 1층 (우)03192,None,www.mega-mgccoffee.com,02-2275-7030,#카카오페이 #제로페이,none
333,스타벅스 종로구청점,스타벅스,서울 종로구 삼봉로 71 (우)03150,월~금 07:00 ~ 22:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
334,자하,카페,서울 종로구 경희궁2길 7 4층 (우)03175,화~일 11:00 ~ 18:00,instagram.com/jaha_seoul,None,#떡카페 #제로페이,none
335,폴바셋 혜화역점,폴바셋,서울 종로구 동숭길 145 (우)03086,월~금 08:00 ~ 22:00,www.baristapaulbassett.co.kr,02-743-5810,#카카오페이,주차
336,카페사흘,카페,서울 종로구 혜화로 16-1 (우)03076,월~금 11:00 ~ 23:00,None,02-765-1227,#데이트코스 #분위기좋은 #소개팅 #수제맥주 #핸드드립전문점 #제로페이,주차
337,라플란드 드 카페,카페,서울 종로구 삼청로 83 2층 (우)03054,None,www.lappland.co.kr,02-720-3090,#갤러리카페 #건강식 #소개팅 #친목모임,none
338,카페진선,카페,서울 종로구 삼청로 59 1층 (우)03054,매일 12:00 ~ 22:00,None,None,#갤러리카페 #데이트코스 #루프탑있는 #북카페 #제로페이,none
339,메가MGC커피 종로공평점,메가MGC커피,서울 종로구 삼봉로 100 1층 (우)03158,월~금 07:00 ~ 19:00,www.mega-mgccoffee.com,02-733-3247,#카카오페이 #제로페이,주차
340,탐앤탐스 종로5가점,탐앤탐스,서울 종로구 종로 193 (우)03130,매일 08:00 ~ 22:00,www.tomntoms.com,02-762-5207,#카카오페이,주차
341,플랫,카페,서울 종로구 자하문로 14-1 1~3층 (우)03044,매일 10:30 ~ 21:30,www.instagram.com/platcoffee_,02-733-4633,#대형카페 #로스팅전문 #루프탑있는 #이동약자접근 #제로페이,휠체어사용
342,메가MGC커피 경복궁역점,메가MGC커피,서울 종로구 자하문로 11-1 1층 (우)03041,None,www.megacoffee.me,02-722-6679,#이동약자접근 #카카오페이 #제로페이,휠체어사용
343,아마츄어작업실 광장시장점,카페,서울 종로구 대학로1길 31 1층 (우)03129,월~금 12:00 ~ 23:00,instagram.com/amateurcompany.kwangjang,010-2351-9380,#레트로풍,"WIFI, 주차"
344,빽다방 종로관철점,빽다방,서울 종로구 종로10길 21 1층 (우)03189,월~금 07:30 ~ 22:30,www.paikdabang.com,02-720-0102,#카카오페이,none
345,헤리티지클럽,카페,서울 종로구 서순라길 75 1층 (우)03134,매일 12:00 ~ 23:00,instagram.com/heritage_clubb,0507-1338-9658,#한옥카페 #제로페이,주차
346,할리스 종로5가점,할리스,서울 종로구 동호로 401 (우)03195,None,www.hollys.co.kr,02-2266-1989,#카카오페이,none
347,파스쿠찌 종로2가점,파스쿠찌,서울 종로구 수표로 95 1층 (우)03191,월~목 07:00 ~ 23:00,www.caffe-pascucci.co.kr,02-2275-8497,#카카오페이 #제로페이,none
348,통인동커피공방 위켄드,커피전문점,서울 종로구 자하문로9길 16 1층 (우)03036,매일 08:30 ~ 21:30,blog.naver.com/coffeenalda,02-6953-9807,#로스팅전문 #서촌핫플패스 #일회용품없는가게 #핸드드립전문점 #제로페이,주차
349,스타벅스 이마빌딩점,스타벅스,서울 종로구 종로1길 42 (우)03152,월~금 07:00 ~ 21:00,www.starbucks.co.kr,1522-3232,#카카오페이,주차
350,셜록홈즈 종각점,테마카페,서울 종로구 삼일대로17길 17 4층 (우)03190,None,sherlock-holmes.co.kr/reservation,02-725-0522,#데이트코스 #방탈출카페 #실내놀거리,주차
351,스타벅스 종로플레이스점,스타벅스,서울 종로구 창경궁로 120 (우)03130,월~금 07:00 ~ 20:30,www.starbucks.co.kr,1522-3232,#카카오페이,none
352,스탐티쉬,카페,서울 종로구 백석동길 1 1층 (우)03020,화~일 11:30 ~ 22:00,blog.naver.com/stammtisch1,02-391-8633,#독일맥주아잉거 #부암동맛집 #부암동빙수맛집 #소품카페 #수박쥬스 #이동약자접근 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
353,카페마고,카페,서울 종로구 창덕궁길 49 (우)03057,화~일 11:00 ~ 19:00,www.instagram.com/margotcafe.bukchon,None,#한옥카페 #제로페이,none
354,스타벅스 광화문우체국점,스타벅스,서울 종로구 종로 6 1층 (우)03187,월~금 07:00 ~ 21:00,www.starbucks.co.kr,1522-3232,#돌잔치 #친목모임 #카카오페이,주차
355,일일호일,북카페,서울 종로구 자하문로 52 (우)03043,화~토 10:00 ~ 18:00,www.instagram.com/11ho1_bookshop,02-737-1101,#북카페 #한옥카페,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
356,타로카페디바,테마카페,서울 종로구 우정국로2길 17 4층 (우)03189,매일 13:00 ~ 23:00,None,02-735-5088,#데이트코스 #사주 #사주카페 #이색카페 #타로카페 #제로페이,none
357,종로살롱,카페,서울 종로구 자하문로2길 20 (우)03044,"월,수,목,금,토,일 10:00 ~ 19:00",jongrosalon.modoo.at,None,#데이트코스 #레트로풍 #서촌핫플패스 #앤틱한 #이동약자접근 #이색카페 #제로페이,휠체어사용
358,프롬하츠커피 종로점,커피전문점,서울 종로구 삼일대로 396 1층 (우)03191,월~토 08:00 ~ 23:00,www.fromheartscoffee.com,02-2273-1558,#대형카페 #북카페 #이동약자접근 #제로페이,"WIFI, 휠체어사용, 흡연실"
359,백미당 광화문점,카페,서울 종로구 종로3길 17 (우)03155,월~금 10:00 ~ 21:00,None,02-2251-8340,#데이트코스,none
360,동숭동커피,카페,서울 종로구 동숭3길 6-4 1층 (우)03085,매일 11:30 ~ 21:30,blog.naver.com/dsd_coffee,02-762-7890,#데이트코스 #로스팅전문 #분위기좋은 #핸드드립전문점 #제로페이,WIFI
361,트마리,카페,서울 종로구 서순라길 107-1 (우)03134,목~토 12:00 ~ 23:00,www.instagram.com/teumari_cafe,010-5167-6798,#루프탑있는 #소개팅 #수제맥주 #한옥카페 #카카오페이 #제로페이,none
362,아메리칸브런치카페,카페,서울 종로구 율곡로 49-16 1층 (우)03060,화~일 09:00 ~ 21:00,app.catchtable.co.kr/ct/shop/american.brunch.cafe,070-8880-6795,None,"WIFI, 주차"
363,또옹카페,카페,서울 종로구 인사동길 44 쌈지길 4층 1호 (우)03146,매일 10:00 ~ 21:00,ko-kr.facebook.com/ddoong.cafe,02-722-1088,#데이트코스 #이색카페,none
364,토오베,카페,서울 종로구 인사동길 62-4 3층 (우)03146,월~금 12:00 ~ 20:00,instagram.com/room.tove,None,#디저트카페 #분위기좋은 #예약제 #제로페이,none
365,알레그리아 덕수궁디팰리스점,커피전문점,서울 종로구 새문안로2길 10 1층 (우)03184,월~금 08:00 ~ 20:30,www.alegriacoffee.co.kr,02-737-6202,#로스팅전문 #이동약자접근 #핸드드립전문점 #카카오페이 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
366,노멀사이클코페,커피전문점,서울 종로구 필운대로7길 6-8 3층 (우)03034,수요일,www.instagram.com/normalcyclecofe_,None,#로스팅전문 #핸드드립전문점,none
367,르프랑루프탑,카페,"서울 종로구 인사동길 34-1 인사아트프라자 5,6층 (우)03148",매일 10:00 ~ 22:00,www.instagram.com/lefrancrooftop,02-722-5655,#갤러리카페 #레스토랑카페 #루프탑 #와인바 #루프탑있는 #분위기좋은 #이동약자접근,"WIFI, 주차, 휠체어사용"
368,밀탑 인사동N285호텔점,카페,서울 종로구 삼일대로 423 1층 (우)03163,None,None,None,None,none
369,33마켓,카페,서울 종로구 효자로 33 1층 (우)03044,목~토 12:00 ~ 22:00,None,None,#독립서점 #제로페이,주차
370,메가MGC커피 광장시장남2문점,메가MGC커피,서울 종로구 청계천로 203-1 1층 2호 (우)03195,월~토 08:00 ~ 18:00,www.mega-mgccoffee.com,02-2275-9996,#카카오페이 #제로페이,"WIFI, 주차"
371,카페 누,카페,서울 종로구 옥인2길 4 아담한 한옥 (우)03037,목~토 12:00 ~ 22:00,www.instagram.com/cafe.noo,0507-1394-1064,#디저트맛집 #디저트카페 #서촌디저트 #서촌카페 #커피맛집 #한옥카페,"WIFI, 동물출입, 주차"
372,오쁘띠베르,디저트카페,서울 종로구 자하문로 47-1 (우)03036,목~토 12:00 ~ 23:00,Instagram.com/auxpetitsverres,02-735-7569,#디저트카페 #이동약자접근,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
373,오픈원,디저트카페,서울 종로구 계동길 33-2 (우)03059,월~금 08:00 ~ 22:00,None,None,#대형카페 #베이커리카페 #제로페이,none
374,랑데자뷰 대학로점,카페,서울 종로구 창경궁로34길 18-5 1층 (우)03077,매일 11:00 ~ 22:00,www.instagram.com/rendejavous_deahakro,02-764-7779,#감성카페 #대형카페 #카카오페이 #제로페이,none
375,콘크리트 팔레트,카페,서울 종로구 대학로 125 1층 (우)03078,None,www.instagram.com/concrete.palette,None,#대형카페,none
376,프롬하츠커피 청계종각점,커피전문점,서울 종로구 청계천로 53 1층 (우)03189,월~금 08:00 ~ 23:00,www.fromheartscoffee.com,02-722-7265,#디저트카페 #제로페이,"WIFI, 흡연실"
377,문화공간온,갤러리카페,서울 종로구 종로 77 3층 (우)03164,월~토 11:00 ~ 22:00,munhwagongganon.modoo.at,02-730-3370,#제로페이,none
378,쪽집게사주타로,사주카페,서울 종로구 대명길 29 3층 (우)03078,"월,화,수,목,금,일 13:00 ~ 22:00",None,010-4470-6314,#데이트코스 #사주카페 #타로카페,none
379,모센즈 스위트 대학로점,디저트카페,서울 종로구 동숭길 84-1 1층 (우)03085,"월,화,수,목,일 12:00 ~ 21:00",www.instagram.com/mohssen.s_sweets,0507-1354-0693,#대학로카이막 #아랍디저트 #중동디저트 #카이막 #쿠나파 #디저트카페 #이동약자접근,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
380,개비스커피,커피전문점,서울 종로구 새문안로 69 (우)03175,월~금 08:00 ~ 22:00,None,02-733-6232,#비스트로,none
381,시가연,전통찻집,서울 종로구 인사동길 52 (우)03146,매일 10:00 ~ 22:00,None,02-720-6244,#점심식사 #제로페이,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방"
382,노우즈 창덕점,카페,서울 종로구 돈화문로 88-1 UD빌딩 1층 (우)03134,None,app.catchtable.co.kr/ct/shop/knows_changdeok,None,#브런치카페 #제로페이,none
383,스타벅스 광화문교보문고점,스타벅스,서울 종로구 종로 1 (우)03154,매일 09:30 ~ 21:00,www.starbucks.co.kr,1522-3232,#북카페 #카카오페이,주차
384,도틀,카페,서울 종로구 필운대로 25-2 1층 (우)03039,화~금 10:00 ~ 20:00,www.instagram.com/dotle.bat,010-5612-9886,#경복궁카페 #서촌디저트 #서촌카페 #서촌커피 #한옥카페,none
385,카페디,카페,서울 종로구 평창30길 27 2층 (우)03004,매일 09:00 ~ 21:00,cafedspace.modoo.at,070-8240-2247,#갤러리카페 #이동약자접근,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
386,모리커피 대학로점,카페,서울 종로구 대학로10길 11 1층 (우)03086,월~금 08:00 ~ 23:00,None,070-7817-8577,None,none
387,소담상회with아이디어스플레이스 인사,테마카페,"서울 종로구 인사동길 44 본관 1,4층,별관 (우)03146",매일 10:30 ~ 20:30,www.idus.com,None,#데이트코스 #편집샵 #핸드메이드,"WIFI, 동물출입, 주차, 휠체어사용, 놀이방, 흡연실"
