trip_name,trip_category_detail,trip_address,trip_times,place_page,trip_phone,info_content,place_category_group
월가갈비,"육류,고기요리",서울 중구 세종대로18길 22 1층,"['화: 11:00 - 23:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '수: 11:00 - 23:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '목: 11:00 - 23:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '금: 11:00 - 23:00 14:30 - 16:30 브레이크타임 21:30 라스트오더', '토: 11:00 - 23:00 21:30 라스트오더', '일: 11:00 - 23:00 21:30 라스트오더', '월: 11:00 - 23:00 14:30 - 16:30 브레이크타임 21:30 라스트오더']",https://www.instagram.com/wallga_galbi,0507-1368-9414,월가갈비는 한 땀 한 땀 쌓아 올린 벽돌집의 정성을 담은 의미가 있습니다.엄선된 갈비만을 선별하여 빨간색 벽이 펼쳐지듯 가공하여 부드러움과 육즙을 선사하는 홍벽갈비와 월가갈비 만의 가공법으로 재해석된 LA갈비의 새 이름 벽돌갈비 전통과 현대의 만남 오미자 하이볼을 준비 했습니다. 조선 전통적인 대나무숯과 산지 식재료 조선의 옛 정서를 담아직접 손수 만들면서 맛을 표현했습니다. 흑우와 흑돼지 흑돼지 김치찌개 5가지의 소스의 전통적인 맛을 표현했지만 현대식에 어울리는 la갈비크림 오일파스타와 바질소스를 추가해 한국의 옛 맛과 현대적인 맛이 어우러져 그맛을 절대 잊을수 없을것입니다. 월가갈비의 벽돌집은 한국담장의 정서를 통해 벽돌집의 훈훈함과 내 집 같은 편안함을 추구 하고자 합니다. 우리 고유의 담장은 소담하고 이웃과 어우러지도록 마을의 고유성을 잃지 않으며 수십 수백 년 동안 수목의 성장과 함께 담장도 세월을 함께 하는 의미가 있습니다. 월가갈비는 이러한 의미를 담아 고객과 함께하며 고유의 정체성을 잃지 않고 담장 안의 고즈넉함과 소박함 속에 고기와 술로 풍류를 즐길 수 있는 문화공간을 만들고자 합니다. 조선 선비들의 격조 높은 전통과 함께 한국의 옛 문화와 현대적인 멋이 조화롭게 어우러진 공간 구성으로 하나씩 쌓아 올린 벽돌집의 정성과 함께 도심 속에서 전통의 미와 문화를 고객에게 최고의 고기와 최고의 분위기로 맛과 멋이 공존하는 갈비실록을 써내려 가고자 합니다. 제주도에서는 제주 흑돼지 제주 흑우를 일컬어 제주의 검은 보물 이라 말합니다. 검은 쇠 라 불리는 흑우는 삼국시대부터 고려를 거쳐 조선시대까지 매우 귀한 소로 인정을 받고 우수한 품종으로 고기 맛이 우수하여 임금생일 동지 정월 초하루에 진상품 및 나라의 제사를 지내는 제향품 으로 사용되었습니다. 영조8년 흑우는 더없이 중요한 제사에 바치는 물건이다.영조43년 친경 때에 흑우를 사용하라 등 여러 역사적 기록이 있습니다. 천연 기념물로 지정되어 제주 흑우를 고객에게 직접 제공되지는 못하지만 월가갈비에서 제공하는 시그니처 갈비는 흑우 블랙앵거스 갈비로 흑우 최고등급과 최고의 품종으로 마블링과 육즙으로 불포화지방이 높고 육질 자체가 기존 한우 보다 쫀쫀하여 특유의 맛과 풍미를 즐기실 수 있습니다. 흑돼지는 제주를 대표하는 흑돼지 농장에서 제공하는 길갈흑돈의 종 돈으로 100% 조성된 돼지 만을 사용하고 국내산 3교잡 돼지 중에서도 100마리중 1마리 정도 엄선하여 선별된 뛰어난 마블링고기에 숙성도를 높여 풍부한 맛을 선사 할 수 있도록 심혈을 기울였습니다. 고집스러운 고부 이씨가 준비한 최고의 흑우와 흑돼지의 품질로 조선 최고 육가공꾼의 노하우를 담아 고객님께 최고의 맛과 최상의 서비스를 전달하는 월가갈비가 되고자 노력 하였습니다.,식사
조계사 템플스테이,템플스테이,서울 종로구 우정국로 55,-,http://jogyesa.templestay.com/,02-768-8660,-,관광
진주회관,국수,서울 중구 세종대로11길 26,"['화: 11:00 - 21:00 14:00 - 14:50 브레이크타임 20:30 라스트오더', '수: 11:00 - 21:00 14:00 - 14:50 브레이크타임 20:30 라스트오더', '목: 11:00 - 21:00 14:00 - 14:50 브레이크타임 20:30 라스트오더', '금: 11:00 - 21:00 14:00 - 14:50 브레이크타임 20:30 라스트오더', '토: 11:00 - 20:00 14:00 - 14:50 브레이크타임 19:30 라스트오더', '일: 11:00 - 20:00 14:00 - 14:50 브레이크타임 19:30 라스트오더', '월: 11:00 - 21:00 14:00 - 14:50 브레이크타임 20:30 라스트오더']",-,02-753-5388,1962년 개업이래 3대째 60년동안 이어온 냉콩국수 전문점입니다. 콩국수는 3월부터 11월까지만 판매합니다. 10월~3월 동계 는 일요일날 휴무입니다. 4월~9월 하계 는 일요일날 영업합니다.,식사
히츠지야 익선,양갈비,서울 종로구 삼일대로30길 34-5 1층,"['화: 15:00 - 23:00 21:30 라스트오더', '수: 15:00 - 23:00 21:30 라스트오더', '목: 15:00 - 23:00 21:30 라스트오더', '금: 13:00 - 23:00 21:30 라스트오더', '토: 12:00 - 23:00 21:30 라스트오더', '일: 12:00 - 23:00 21:30 라스트오더', '월: 15:00 - 23:00 21:30 라스트오더']",-,0507-1465-2241,우리나라에 이런 독특한 컨셉의 양고기 맛집이 또 있을까요   히츠지야 익선은 타 지점과는 차원이 다르게 전통 한옥을 일본의 나카스 포장마차거리로 재설계한 컨셉으로 데이트 커플들의 명소 예약중  익선동에서 가장 일본여행 온 느낌의 맛집으로 알려지며 방송 섭외 광고 잡지사 등의 촬영 장소로 협찬 중이기도 합니다. 가게 전체가 리얼 일본 포토존 그 잡채~  본점이 핫플들을 대표하는 맛집인만큼 익선동에서도 1등 맛집으로 자리잡고 싶어요~ 히츠지야는 생방송투데이 2004회 MBC 생방송 오늘저녁 1436회 수요미식회 에비스 맥주 방영 등 검증된 맛집으로 홋카이도의 전통 맛과 일본 현지 감성을 그대로 익선동에서도 느끼실 수 있으실 거예요~   대표메뉴 이 두가지 메뉴를 함께 선택하시면 이득입니다. 1. 특상 타베호다이 코스 양고기 무한리필 2. 노미호다이 코스 20가지 주류 무한리필  히츠지야의 특화점 1. 일본 홋카이도에서 온 징기스칸 전문점 2. 생후 6개월 미만의 어린양을 사용 3. 누룩 숙성방식을 사용하여 잡내가 없음 4. 호주에서 프리미엄램 직수입으로 가격거품제거 히츠지야 익선점만의 차별점 1. 일본 나카스 포장마차 거리를 한옥으로~ 2. 종로 최초 노미호다이 코스 20종 주류 무한리필 3. 종로 최고 가성비의 양갈비 양고기 무한리필 4. 일본식 포장마차 다찌구조 감성과 오마카세식 접객 예약안내 예약은 현장 방문자를 위해 1시간당 1~2팀만 받고 있습니다. 화로구이이므로 4인 기준 화로는 1개만 제공됩니다. 원활한 안내와 매장 이용을 위해 이 모든점 양해부탁드립니다. 장소안내 유명한 명소인 온천집과 청수당 옆에 있어요.  ,식사
담솥 익선직영점,한식,서울 종로구 수표로28길 21-3 1층,"['화: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '수: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '목: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '금: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '토: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '일: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더', '월: 11:00 - 22:00 15:30 - 17:00 브레이크타임 21:00 라스트오더']",http://damsot.com,0507-1355-7277,맛과 정성을 담아 만든 솥밥입니다. 프리미엄 쌀을 사용해 1인 압력솥에 밥을 지어 최고의 밥맛을 느끼실 수 있습니다. 숭늉을 만드는 물은 생보리를 매장에서 볶아서 끓여 만듭니다.,식사
홍익대학교 대학로 아트센터,공연장,서울 종로구 대학로 57,-,http://www.hongikartcenter.com/,02-742-0300,-,관광
04판,요리주점,서울 종로구 대명1길 21,"['화: 17:00 - 01:00', '수: 17:00 - 01:00', '목: 17:00 - 01:00', '금: 17:00 - 01:00', '토: 16:00 - 01:00', '일: 16:00 - 01:00', '월: 17:00 - 01:00']",-,0507-1318-1711,안녕하세요 대학로 술집 혜화역 술집 04판 입니다. 저희 04판은 100여가지의 주류와 퀄리티 높고 저렴한 음식을 오늘 하루 수고한 여러분에게 즐거운 시간을 제공하기 위해 만들어졌습니다. 대표 메뉴로 크림짬뽕탕과 투쁠 한우 육회 김밥이 있습니다. 육회 김밥의 경우 무뼈 국물 닭발과 조합을 정말 강력하게 추천드립니다 혜화역 근처에서 대학로 안주 맛집 술집을 찾고 있으시다면 저희 04판에서 최고의 만족감을 전해드리겠습니다.,식사
창신육회 본점,소고기구이,서울 종로구 종로 200-8,"['화: 정기휴무 (매주 화요일)', '수: 09:00 - 21:50 21:20 라스트오더', '목: 09:00 - 21:50 21:20 라스트오더', '금: 09:00 - 21:50 21:20 라스트오더', '토: 09:00 - 21:50 21:20 라스트오더', '일: 09:00 - 21:50 21:20 라스트오더', '월: 09:00 - 21:50 21:20 라스트오더']",-,02-2266-6727,광장시장 육회 맛집 하면 창신 육회 입니다. 냉동하지 않은 신선한 육회 좋은 고기로 승부 합니다. 종로 5가역 안에만 1 2 3호점이 운영중 이며 창신육회는 여러 방송에서 소개되고 있는 광장시장 육회 맛집 입니다. 먹어보신분들은 계속 찾아주시는 한결 같은 맛을 자랑합니다. 육회하면 광장시장 광장시장 육회 하면 창신 육회 입니다.,식사
그라운드시소 서촌,복합문화공간,서울 종로구 자하문로6길 18-8,"['화: 10:00 - 19:00', '수: 10:00 - 19:00', '목: 10:00 - 19:00', '금: 10:00 - 19:00', '토: 10:00 - 19:00', '일: 10:00 - 19:00', '월: 10:00 - 19:00']",http://www.instagram.com/groundseesaw,070-4473-9746,-,관광
더 플라자 호텔 서울,5성급,서울 중구 소공로 119,-,https://www.marriott.com/ko/hotels/selak-the-plaza-seoul-autograph-collection/overview/,02-771-2200,호텔 더 플라자는 서울의 상징인 시청 맞은편에 자리잡아 비즈니스맨 및 관광객에게 최적의 위치 조건을 자랑합니다. 총 408개 객실과 6개의 다양한 레스토랑 바 9개의 연회장 휘트니스 및 스파 등을 갖추고 있는 더 플라자는 서울 시내에서 가장 현대적인 특급호텔 중 하나입니다. '스테이 인 스타일 STAY IN STYLE '이라는 브랜드 아이덴티티에 맞는 감성적인 인테리어 디자인과 '고객에게 완벽한 하루를 선사하는 디자이너' 더 플라자 컨시어지팀 운영을 통해 객실 고객에 한정되어 있던 서비스를 객실 연회 레스토랑 전 부분으로 확대 제공하여 럭셔리 부티크 스타일과 고객 맞춤형 편리를 추구합니다. 2016년 1월부터는 국내 최초로 메리어트 인터내셔널의 럭셔리 라이프 스타일 브랜드 '오토그래프 컬렉션'과의 제휴를 통해 체인 호텔과 로컬 호텔의 장점이 결합된 한 단계 업그레이드된 특급호텔을 선보이고 있습니다.,숙소
치앙마이방콕,태국음식,서울 종로구 돈화문로11다길 40,"['화: 11:30 - 21:30 15:00 - 17:00 브레이크타임 14:00, 20:30 라스트오더', '수: 11:30 - 21:30 15:00 - 17:00 브레이크타임 14:00, 20:30 라스트오더', '목: 11:30 - 21:30 15:00 - 17:00 브레이크타임 14:00, 20:30 라스트오더', '금: 11:30 - 21:30 15:00 - 17:00 브레이크타임 14:00, 20:30 라스트오더', '토: 11:30 - 21:30 20:30 라스트오더', '일: 11:30 - 21:30 20:30 라스트오더', '월: 11:30 - 21:30 15:00 - 17:00 브레이크타임 14:00, 20:30 라스트오더']",https://app.catchtable.co.kr/ct/shop/chiangmai_ikseon,0507-1391-8215,예약은 상단의 캐치테이블 링크를 통해 가능합니다. 가장 한국적인 장소 중 하나인 익선동에서 태국 신전을 만나볼 수 있는 매우 특별한 경험을 선사합니다.,식사
롯데호텔서울 페닌슐라 라운지&바,바(BAR),서울 중구 을지로 30 롯데호텔 본관 1층,['매일: 09:30 - 24:00'],https://www.lottehotel.com/seoul-hotel/ko/dining/peninsula-lounge-bar.html,02-317-7131,운영시간  09 30 ~ 24 00 은은한 오후의 햇살 사이로 감미로운 클래식 연주와 아름다운폭포수가 흐르는 롯데호텔서울 '페닌슐라 라운지  바'에서 다양한 음료 및 디저트와 더불어 합리적인 소공연 SET 메뉴를 편안하게 즐겨보세요. 저녁 시간을 더욱 활기차게 만들어 주는 라이브 공연은 일상에 지친 심신에 여유와 활력을 제공해줄 것입니다. 라이브 재즈 공연 화~일 18 00~21 40 월요일 휴무  1부 18 00~18 40 2부 19 00~19 40 3부 20 00~20 40 4부 21 00~21 30,식사
미도갈비,"육류,고기요리",서울 종로구 삼일대로15길 25 1층,"['화: 11:00 - 21:50', '수: 11:00 - 21:50', '목: 11:00 - 21:50', '금: 11:00 - 21:50', '토: 11:00 - 21:50', '일: 11:00 - 21:30', '월: 11:00 - 21:50']",https://blog.naver.com/75yongho,010-9741-9233,매장 직통번호 01097419233  고기주문시 냉면 무료서비스  별관 오픈기념 콜키지무료  디저트 과일 무한 제공  주차장안내  1.삼일빌딩 타워주차장 네비에서 종로구 청계천로 85 로 검색해주세요 TEL  02 6925 2424 평일 10시  주말 7시마감 기계식 발렛주차 발렛비5천원 별도 미도갈비에서 5만원이상 드시면 1시간 무료티켓제공 기본요금 30분 3천원 추가요금10분당 천원 대형SUV 주차불가 2.미래에셋 센터원 주차장 TEL  02 6030 0100 네비에서 서울 중구 수하동 67 로 검색해주세요 연중무휴  24시간영업 기본요금 30분 3천원 추가요금10분당 천원 모두의주차장 어플설치후 휴일 당일권은 8천원으로 구매가능합니다 전용주차장이 없어서 근처 쾌적한 유료주차장으로 안내해드리는점 양해부탁드립니다 감사합니다,식사
테르트르,카페,서울 종로구 낙산5길 46,['매일: 11:30 - 22:30 22:00 라스트오더'],http://www.instagram.com/tertre_cafe,0507-1388-5689, 노키즈존 테라스 한정 이용 가능  낙산공원이 인접한 창신동의 서울이 한 눈에 보이는 카페. 모든 구조물들을 직접 디자인하고 제작하여 마치 설치 미술 속 공간에서 서울을 영화처럼 즐길 수 있는 갤러리형 카페,카페
쉐이크쉑 종각점,햄버거,서울 종로구 종로 33 그랑서울 1층,['매일: 10:30 - 22:30'],http://www.shakeshack.kr/,02-2158-7575,20만원 이상 주문 시 무료 딜리버리 주문 전 매장에 유선 문의 필수 ,식사
육미안 혜화점,소고기구이,서울 종로구 창경궁로 246-4 1층 육미안,"['화: 12:00 - 22:00 14:30 - 16:00 브레이크타임', '수: 12:00 - 22:00 14:30 - 16:00 브레이크타임', '목: 12:00 - 22:00 14:30 - 16:00 브레이크타임', '금: 12:00 - 23:00 14:30 - 16:00 브레이크타임', '토: 12:00 - 23:00 14:30 - 16:00 브레이크타임', '일: 12:00 - 23:00 14:30 - 16:00 브레이크타임', '월: 12:00 - 22:00 14:30 - 16:00 브레이크타임']",-,0507-1449-1611,안녕하세요 대학로 맛집 혜화 맛집 육미안 혜화점 입니다. 저희는 맛있는 고기를 냄새와 불판 없이 예쁜 공간에서 조용히 즐길 수 없을까 라는 고민에서 시작되어 만들어진 대학로 최고의 고기집 입니다. 직접 고기를 구워야 하는 번거로움을 덜어 드리고자 저희가 맛있게 다 구워서 산처럼 내주는 대학로 소고기 맛집 육미안으로 오세요  대표 메뉴로는 육미안을 대표하는 시그니처 대표 메뉴 진갈비만을 사용한 본갈비살과 1  한우육회 가 있습니다. 그리고 녹진한 고소함과 풍부한 육향의 하모니 생갈비살과 풍부한 육즙과 쫄깃한 식감의 황제늑갈비 까지 다양한 부위를 맛보시는게 가능하며 늘어지는 치즈가 한 폭탄으로 얹어진 치즈폭탄 본갈비 볶음밥과 스키야끼 우동을 곁들여 먹으면 더욱 다채로운 맛을 느끼실 수 있습니다 혜화에서 분위기 좋은 데이트하기 좋은 고기집을 찾는다면 육미안으로 오세요 고기에 맛과 아름다움을 더해 깔끔하게 즐기실 수 있는 새로운 개념의 고깃집이 되겠습니다. 감사합니다,식사
카페 레이어드 안국점,"카페,디저트",서울 종로구 북촌로2길 2-3,"['화: 08:00 - 22:00', '수: 08:00 - 22:00', '목: 08:00 - 22:00', '금: 08:00 - 22:00', '토: 10:00 - 22:00', '일: 10:00 - 22:00', '월: 08:00 - 22:00']",https://app.catchtable.co.kr/ct/shop/cafelayered_anguk?type=PICKUP&pickup-date=230418,-,Have a good time with Layered 유럽의 한 가정집의 따스함 찰나에 스치는 런던과 파리의 빈티지한 무드를 공간 전체에 녹여낸 카페 레이어드에서 유럽의 로망을 느껴보세요.  홀케이크 예약은 캐치테이블 앱을 통해 예약 가능합니다. 위 링크를 통해 예약 해주세요  ,카페
종삼육,"육류,고기요리",서울 종로구 돈화문로11길 8-1,['매일: 14:00 - 22:00 21:00 라스트오더'],https://www.instagram.com/jongsamyook,0507-1332-4450,  야외석은 웨이팅이 많아 예약이 어려운 점 양해 부탁드립니다.  종로3가역 6번출구 바로 앞에 위치한 숯불구이 전문점 종삼육 입니다. 질 좋은 숯을 사용하여 좋은 고기를 더 맛있게 드실 수 있도록 최선을 다하고 있습니다.,식사
플롭 안국,피자,서울 종로구 북촌로2길 5,"['화: 11:30 - 21:30 15:30 - 17:00 브레이크타임 21:00 라스트오더', '수: 11:30 - 21:30 15:30 - 17:00 브레이크타임 21:00 라스트오더', '목: 11:30 - 21:30 15:30 - 17:00 브레이크타임 21:00 라스트오더', '금: 11:30 - 21:30 15:30 - 17:00 브레이크타임 21:00 라스트오더', '토: 11:30 - 21:30 21:00 라스트오더', '일: 11:30 - 21:30 21:00 라스트오더', '월: 11:30 - 21:30 15:30 - 17:00 브레이크타임 21:00 라스트오더']",https://www.instagram.com/plop_pizza,02-745-1195, Since 2018 인생 피자 맛집,식사
광화문,기념물,서울 종로구 효자로 12 국립고궁박물관,-,-,02-3700-3901,-,관광
통큰누이네 육회빈대떡,"전,빈대떡",서울 종로구 동호로 403-24 1층 통큰누이네,"['화: 09:00 - 22:30 21:30 라스트오더', '수: 09:00 - 22:30 21:30 라스트오더', '목: 09:00 - 22:30 21:30 라스트오더', '금: 09:00 - 22:30 21:30 라스트오더', '토: 09:00 - 22:30 21:30 라스트오더', '일: 09:00 - 21:30 20:30 라스트오더', '월: 09:00 - 22:30 21:30 라스트오더']",-,02-2268-3344,-,식사
갤러리인사아트,"갤러리,화랑",서울 종로구 인사동길 56,-,http://www.galleryinsaart.com,0507-1362-1333,갤러리 인사아트는 역사와 문화의 중심지인 종로구 인사동 길 초입 안국동 사거리 방향 에 위치한 갤러리로 다양한 문화권의 사람들이 모이는 장소성을 극대화하며 현대미술 작가의 작품과 흐름을 접하고 감상할 수 있는 기회를 제공하고 있습니다. 저희 갤러리는 신진작가와 중견작가 개인과 단체 지역을 막론하고 역량 있는 작가들에게 전시장 대관을 진행하고 있습니다. 공정한 심사과정 을 통해 대관전시를 하고 있으며 대관시스템으로 작가들의 전시를 효율적으로 관리하고 있습니다. 그리고 역량 있는 작가들을 발굴하기 위해 매년 정기적으로 기획 전시를 실시하고 있습니다. 갤러리 인사아트는 예술가와 관객의 소통을 통해 예술적 경제적 가치를 창출하며 현대 미술시장 발전에 기여 하고자 합니다. 더 나아가 문화예술 분야의 융성을 위해 문화예술 지원사업을 통해 사회적 환원을 하고자 하며 작가지원 프로그램 중 하나로 아틀리에를 설립하여 운영하고 있습니다.,관광
더 키친750,이탈리아음식,서울 종로구 대학로8가길 80 2층,['매일: 11:20 - 21:30 20:30 라스트오더'],https://l.tabling.co.kr/S12VF-pk4,0507-1307-0554,항상 친절하게 가성비 좋은 음식으로 모시겠습니다.,식사
아지오,"스파게티,파스타전문",서울 종로구 인사동11길 23,"['화: 11:30 - 22:00 15:00 - 17:00 브레이크타임', '수: 11:30 - 22:00 15:00 - 17:00 브레이크타임', '목: 11:30 - 22:00 15:00 - 17:00 브레이크타임', '금: 11:30 - 22:00 15:00 - 17:00 브레이크타임', '토: 11:30 - 22:00 15:00 - 17:00 브레이크타임', '일: 정기휴무 (매주 일요일)', '월: 11:30 - 22:00 15:00 - 17:00 브레이크타임']",https://agio.modoo.at/,0507-1338-0211,1999년부터 변함없이 한국 전통거리인 인사동에서 정직과 신뢰를 바탕으로 고객님들과 소통하며 행복하게 이태리음식과 정을 함께 나누는 레스토랑입니다  매주 일요일 월요일 휴무  브레이크타임 오후 3시~5시  바이러스 예방을 위해 직원들 마스크 착용 손소독제 발열체크 고온스팀기로 테이블 소독을 하고있습니다.,식사
화육계,닭발,서울 중구 을지로14길 21 1층,"['화: 16:00 - 22:00 21:00 라스트오더', '수: 16:00 - 22:00 21:00 라스트오더', '목: 16:00 - 22:00 21:00 라스트오더', '금: 16:00 - 23:00 22:00 라스트오더', '토: 15:00 - 23:00 22:00 라스트오더', '일: 15:00 - 22:00 21:00 라스트오더', '월: 16:00 - 22:00 21:00 라스트오더']",http://instagram.com/hwk0806,0507-1412-7743,직접 개발한 소스로 만든 매운 양념 닭발과 족발을 즐겨보세요. 숯불 화로에 구워 화끈한 불향을 느끼실 수 있습니다 닭발과 족발을 불에 구워 숯불맛을 제대로 느낄 수 있는 힙지로 신상 맛집입니다. 초벌해서 나오기 때문에 먹기 편하며 소금구이 간장구이 매운구이로 구성되어 있어 매운걸 못 드시는 분들도 편하게 즐기실 수 있습니다. 맵기는 1단계부터 3단계까지 다양하게 선택할 수 있습니다. 친구 연인 가족 모두 오기 좋으며 2층에도 자리가 넓어 회식 장소로도 추천드립니다. 맛있는 닭발과 족발을 즐기러오세요.,식사
도트블랭킷 안국점,브런치,서울 종로구 윤보선길 22 1층 도트블랭킷 안국점,"['화: 10:00 - 20:00 19:00 라스트오더', '수: 10:00 - 20:00 19:00 라스트오더', '목: 10:00 - 20:00 19:00 라스트오더', '금: 10:00 - 20:00 19:00 라스트오더', '토: 10:00 - 20:00 19:00 라스트오더', '일: 10:00 - 20:00 19:00 라스트오더', '월: 10:00 - 20:00 19:00 라스트오더']",https://app.catchtable.co.kr/ct/shop/gotblanket_anguk,0507-1431-2226, 주차  예약 안내  매장 환경상 주차와 예약은 불가합니다.  웨이팅의 경우 매장 밖 태블릿에 등록 후 카톡으로 연락드려요.  입장 카톡을 받고 3분안에 입장해 주세요.  근처 유료 주차장을 이용해 주세요    안국역 6번 출구 앞 AJ파크 도보 2분  정독 도서관 주차장 도보 4분 안녕하세요   지친 일상을 따뜻하게 감싸 주고픈 도트블랭킷 입니다. 신선한 재료로 건강한 브런치를 만들어요. 샐러드와 오픈 샌드위치 그리고 맥주 와인과 어울리는 간단한 스낵류가 있습니다. 브런치와 어울리는 다양한 음료와 주류도 함께 즐겨보세요 수제 시럽으로 만든 시그니처 음료도 강력 추천입니다 ,식사
초류향,중식당,서울 중구 다동길 24-10,"['화: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:20 라스트오더', '수: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:20 라스트오더', '목: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:20 라스트오더', '금: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:20 라스트오더', '토: 12:00 - 21:00 16:00 - 17:00 브레이크타임 20:20 라스트오더', '일: 정기휴무 (매주 일요일)', '월: 11:00 - 22:00 15:00 - 17:00 브레이크타임 21:20 라스트오더']",-,02-775-2668,1989년 다동에 문을 연 초류향은 화교 1세대인 할머니와 2세대인 아버지 뒤를 이어 유의융 셰프가 3대째 운영하고 있습니다. 저희 초류향은 지금까지 같은 자리에서 인근 직장인들에게 큰 사랑을 받으며 성장해 왔습니다. 특히 2018년 새 단장과 함께 '건강한 중식'을 콘셉으로 꾸준히 천연 소스를 개발하고 시즌 마다 새로운 메뉴를 선보이며 보다 다채로운 중식 경험을 제공하고자 노력하고 있습니다. 최고의 요리와 정성 어린 서비스로 늘 즐거운 식사가 되도록 최선을 다하겠습니다.,식사
롤파크,경기장,서울 종로구 종로 33 그랑서울 타워[1] 3층 롤파크,"['화: 11:00 - 20:00', '수: 11:00 - 20:00', '목: 11:00 - 20:00', '금: 11:00 - 20:00', '토: 11:00 - 20:00', '일: 11:00 - 20:00', '월: 11:00 - 20:00']",http://leagueoflegends.co.kr,02-2039-9584,E SPORT 의 중심 롤파크 방문을 환영합니다. LoL PARK 부대시설  LCK 아레나  BBQ 롤파크점  라이엇스토어  라이엇 PC방 LoL PARK 운영 안내  롤파크는 LCK  WCK 정규 리그 일정에 따라 운영됩니다.  경기가 있는 날에는 경기 종료 시간이 운영 종료 시간입니다.,관광
호랑이도삭면 광화문,중식당,서울 종로구 종로3길 24-17,"['화: 10:00 - 22:00 21:30 라스트오더', '수: 10:00 - 22:00 21:30 라스트오더', '목: 10:00 - 22:00 21:30 라스트오더', '금: 10:00 - 22:00 21:30 라스트오더', '토: 10:00 - 22:00 21:30 라스트오더', '일: 10:00 - 22:00 21:30 라스트오더', '월: 10:00 - 22:00 21:30 라스트오더']",-,0507-1335-1889,저희 호랑이도삭면 광화문점은 광화문 청진공원 안에 있습니다 지하철 3번 출구 옆 통로로 걸어오시다 오른쪽 청진공원 방향으로 올라오시면 저희 매장이 있습니다 저희 호랑이도삭면의 도삭면은 면이 두꺼워서 식감이 좋습니다 그외에 꿔바로우 유린기 등등 맛있는 요리가 있습니다 다양한 요리와 함께 기분 좋은 술자리 또는 모임을 하실 수 있습니다,식사
봉심식당,양식,서울 종로구 대학로11길 38-23 지하 1층,"['화: 11:30 - 24:00 23:30 라스트오더', '수: 11:30 - 24:00 23:30 라스트오더', '목: 11:30 - 24:00 23:30 라스트오더', '금: 11:30 - 02:00 01:30 라스트오더', '토: 11:30 - 02:00 01:30 라스트오더', '일: 11:30 - 24:00 23:30 라스트오더', '월: 11:30 - 24:00 23:30 라스트오더']",https://www.instagram.com/bongsim_restaurant/,0507-1403-5772,한번 방문하면 재방문이 높은 대학로 혜화 맛집 봉심식당입니다. 종로구 대학로 혜화역 3 4번 출구 근처에 위치한 가게로 도보 5분정도로 도착 가능한 봉심식당은 대학로 파스타 맛집 대학로 뇨끼 라자냐로 많이 사랑받고 있습니다. 뇨끼 반죽부터 조리까지 영혼을 담아 수제로 만들며 라자냐 또한 매일 끓여내는 특별한 라구 소스로 영혼을 다하려 하고 있습니다. 가게는 지하 매장과 1층 테라스로 운영되고있으며 지하는 테이블마다 스팟조명으로 이루어져 아늑하고 좋은 분위기를 내며 사진찍기 좋은 조명인건 비밀 1층 테라스는 소규모 6~10인 대관도 가능합니다. 저희 봉심식당은 가성비 좋은 와인 6 000~ 과 하이볼 6 000~ 로 구성되어있으며 이미 주변에서는 대학로 소개팅 맛집으로 소문났으나 지금은 데이트 대관 가족 모임 단체 모임등 많이 찾는 전국 맛집이 되어가고있습니다. 전메뉴 포장 가능하며 특히 다음날에도 전자렌지 4분이면 매장에서 먹는거와 거의 차이가 없는 맛을 내는 라자냐는 밀키트로 많이 사가십니다. 최근 1층 테라스와 생맥주 추가로 밖 풍경보며 편히 식사 및 주류 즐길 수 있어 기념일 데이트 장소로 많이 찾아주십니다. 저희 가게는 하나 1인 1메뉴 안하셔도 되니 편히 들려주세요. 둘 수제 뇨끼로 감자비율을 높여 만들기에 특유의 밀가루 거북한 향이 적어 감자맛이 더 느껴지고 식감이 좋습니다. 셋 매일 끓여내어 신선한 특제 봉심 라구소스 맛 보실 수 있습니다. 한번 방문하신 고객님들이 만족해하시고 재방문 및 지인분들께 입소문 내주시며 또 그분들이 방문해주시고 가셔서 매일 감사하고 행복할 따름입니다. 감사한 마음을 담아 다양한 재방문 이벤트 혜택도 진행하고 있으며 영수증 이벤트시 음료or봉심 스폐셜 디져트 드리고 있습니다. 저희 업소는 노키즈 존은 아니지만 부주의시 어린이 안전사고 뜨거운 무쇠냄비 협소한 매장 자갈 바닥등 발생 우려가 많습니다. 상황에 따라 이용이 불가능 할수 있으니 미리 문의 부탁드립니다. 부족하지만 좋은 식사 되실 수 있게 항상 노력하겠습니다.,식사
